NOTICE:  table "hottail" does not exist, skipping
DROP TABLE
CREATE TABLE
CREATE INDEX
CREATE INDEX
CREATE INDEX
CREATE INDEX
CREATE EXTENSION
CREATE EXTENSION
1727268674 pages; 3  page_time: 0.33333333333333333333
1727268741 pages; 153275  page_time: 0.00048828125000000000

1727268742 pages; 156305  page_time: 0.00048828125000000000

1727268743 pages; 159355  page_time: 0.00048828125000000000

1727268744 pages; 162400  page_time: 0.00048828125000000000

1727268745 pages; 165389  page_time: 0.00048828125000000000

1727268746 pages; 168377  page_time: 0.00048828125000000000

1727268747 pages; 171153  page_time: 0.00048828125000000000

1727268748 pages; 173910  page_time: 0.00048828125000000000

1727268749 pages; 176712  page_time: 0.00048828125000000000

1727268750 pages; 179492  page_time: 0.00048828125000000000

1727268751 pages; 182278  page_time: 0.00048828125000000000

1727268752 pages; 185003  page_time: 0.00048828125000000000

1727268753 pages; 187766  page_time: 0.00048828125000000000

1727268754 pages; 190551  page_time: 0.00048828125000000000

1727268755 pages; 193251  page_time: 0.00048828125000000000

1727268756 pages; 195978  page_time: 0.00048828125000000000

1727268757 pages; 198716  page_time: 0.00048828125000000000

1727268758 pages; 201478  page_time: 0.00048828125000000000

1727268759 pages; 204150  page_time: 0.00048828125000000000

1727268760 pages; 206889  page_time: 0.00048828125000000000

1727268761 pages; 209653  page_time: 0.00048828125000000000

1727268762 pages; 212355  page_time: 0.00048828125000000000

1727268763 pages; 215053  page_time: 0.00048828125000000000

1727268764 pages; 217867  page_time: 0.00048828125000000000

1727268765 pages; 220665  page_time: 0.00048828125000000000

1727268766 pages; 222853  page_time: 0.00048828125000000000

1727268767 pages; 225443  page_time: 0.00048828125000000000

1727268768 pages; 228068  page_time: 0.00048828125000000000

1727268769 pages; 230782  page_time: 0.00048828125000000000

1727268770 pages; 233439  page_time: 0.00048828125000000000

1727268771 pages; 236034  page_time: 0.00048828125000000000

1727268773 pages; 237821  page_time: 0.00048828125000000000

1727268774 pages; 240513  page_time: 0.00048828125000000000

1727268775 pages; 243175  page_time: 0.00048828125000000000

1727268776 pages; 245799  page_time: 0.00048828125000000000

1727268777 pages; 248249  page_time: 0.00048828125000000000

1727268778 pages; 250770  page_time: 0.00048828125000000000

1727268779 pages; 253500  page_time: 0.00048828125000000000

1727268780 pages; 256123  page_time: 0.00048828125000000000

1727268781 pages; 258792  page_time: 0.00048828125000000000

1727268782 pages; 261422  page_time: 0.00048828125000000000

1727268783 pages; 264239  page_time: 0.00048828125000000000

1727268784 pages; 266982  page_time: 0.00048828125000000000

1727268785 pages; 269712  page_time: 0.00048828125000000000

1727268786 pages; 272507  page_time: 0.00048828125000000000

1727268787 pages; 275232  page_time: 0.00048828125000000000

1727268788 pages; 277898  page_time: 0.00048828125000000000

1727268789 pages; 280584  page_time: 0.00048828125000000000

1727268790 pages; 283220  page_time: 0.00048828125000000000

1727268791 pages; 285934  page_time: 0.00048828125000000000

1727268792 pages; 288660  page_time: 0.00048828125000000000

1727268793 pages; 291342  page_time: 0.00048828125000000000

1727268794 pages; 294065  page_time: 0.00048828125000000000

1727268795 pages; 296688  page_time: 0.00048828125000000000

1727268796 pages; 298980  page_time: 0.00048828125000000000

1727268797 pages; 301702  page_time: 0.00048828125000000000

1727268798 pages; 303726  page_time: 0.00048828125000000000

1727268799 pages; 306474  page_time: 0.00048828125000000000

1727268800 pages; 309218  page_time: 0.00048828125000000000

1727268801 pages; 312059  page_time: 0.00048828125000000000

1727268802 pages; 314760  page_time: 0.00048828125000000000

1727268803 pages; 317258  page_time: 0.00048828125000000000

1727268804 pages; 318870  page_time: 0.00048828125000000000

1727268805 pages; 321583  page_time: 0.00048828125000000000

1727268806 pages; 324382  page_time: 0.00048828125000000000

1727268807 pages; 327121  page_time: 0.00048828125000000000

1727268808 pages; 329906  page_time: 0.00048828125000000000

1727268809 pages; 332687  page_time: 0.00048828125000000000

1727268811 pages; 335416  page_time: 0.00048828125000000000

1727268812 pages; 338037  page_time: 0.00048828125000000000

1727268813 pages; 340782  page_time: 0.00048828125000000000

1727268814 pages; 343559  page_time: 0.00048828125000000000

1727268815 pages; 345406  page_time: 0.00048828125000000000

1727268816 pages; 348153  page_time: 0.00048828125000000000

1727268817 pages; 350995  page_time: 0.00048828125000000000

1727268818 pages; 353858  page_time: 0.00048828125000000000

1727268819 pages; 356609  page_time: 0.00048828125000000000

1727268820 pages; 359360  page_time: 0.00048828125000000000

1727268821 pages; 362045  page_time: 0.00048828125000000000

1727268822 pages; 364862  page_time: 0.00048828125000000000

1727268823 pages; 367915  page_time: 0.00048828125000000000

1727268824 pages; 370626  page_time: 0.00048828125000000000

1727268825 pages; 373349  page_time: 0.00048828125000000000

1727268826 pages; 376059  page_time: 0.00048828125000000000

1727268827 pages; 378855  page_time: 0.00048828125000000000

1727268828 pages; 381607  page_time: 0.00048828125000000000

1727268829 pages; 384369  page_time: 0.00048828125000000000

1727268830 pages; 386700  page_time: 0.00048828125000000000

1727268831 pages; 388572  page_time: 0.00048828125000000000

1727268832 pages; 391154  page_time: 0.00048828125000000000

1727268833 pages; 393843  page_time: 0.00048828125000000000

1727268834 pages; 396660  page_time: 0.00048828125000000000

1727268835 pages; 399518  page_time: 0.00048828125000000000

1727268836 pages; 400735  page_time: 0.00048828125000000000

1727268837 pages; 402794  page_time: 0.00048828125000000000

1727268838 pages; 405424  page_time: 0.00048828125000000000

1727268839 pages; 408039  page_time: 0.00048828125000000000

1727268840 pages; 410689  page_time: 0.00048828125000000000

1727268841 pages; 413264  page_time: 0.00048828125000000000

1727268842 pages; 416031  page_time: 0.00048828125000000000

1727268843 pages; 418745  page_time: 0.00048828125000000000

1727268844 pages; 421476  page_time: 0.00048828125000000000

1727268845 pages; 424276  page_time: 0.00048828125000000000

1727268846 pages; 427113  page_time: 0.00048828125000000000

1727268847 pages; 429035  page_time: 0.00048828125000000000

1727268849 pages; 431919  page_time: 0.00048828125000000000

1727268850 pages; 434901  page_time: 0.00048828125000000000

1727268851 pages; 437690  page_time: 0.00048828125000000000

1727268852 pages; 440386  page_time: 0.00048828125000000000

1727268853 pages; 443130  page_time: 0.00048828125000000000

1727268854 pages; 445872  page_time: 0.00048828125000000000

1727268855 pages; 448554  page_time: 0.00048828125000000000

1727268856 pages; 451210  page_time: 0.00048828125000000000

1727268857 pages; 453851  page_time: 0.00048828125000000000

1727268858 pages; 456532  page_time: 0.00048828125000000000

1727268859 pages; 459229  page_time: 0.00048828125000000000

1727268860 pages; 461945  page_time: 0.00048828125000000000

1727268861 pages; 464736  page_time: 0.00048828125000000000

1727268862 pages; 467605  page_time: 0.00048828125000000000

1727268863 pages; 470172  page_time: 0.00048828125000000000

1727268864 pages; 473047  page_time: 0.00048828125000000000

1727268865 pages; 475872  page_time: 0.00048828125000000000

1727268866 pages; 478766  page_time: 0.00048828125000000000

1727268867 pages; 481581  page_time: 0.00048828125000000000

1727268868 pages; 483706  page_time: 0.00048828125000000000

1727268869 pages; 484211  page_time: 0.00048828125000000000

1727268870 pages; 485580  page_time: 0.00048828125000000000

1727268871 pages; 488255  page_time: 0.00048828125000000000

1727268872 pages; 490995  page_time: 0.00048828125000000000

1727268873 pages; 493750  page_time: 0.00048828125000000000

1727268874 pages; 496476  page_time: 0.00048828125000000000

1727268875 pages; 499266  page_time: 0.00048828125000000000

1727268876 pages; 502067  page_time: 0.00048828125000000000

1727268877 pages; 504785  page_time: 0.00048828125000000000

1727268878 pages; 507373  page_time: 0.00048828125000000000

1727268879 pages; 510096  page_time: 0.00048828125000000000

1727268880 pages; 512814  page_time: 0.00048828125000000000

1727268881 pages; 515542  page_time: 0.00048828125000000000

1727268882 pages; 518245  page_time: 0.00048828125000000000

1727268883 pages; 520899  page_time: 0.00048828125000000000

1727268884 pages; 523606  page_time: 0.00048828125000000000

1727268885 pages; 526358  page_time: 0.00048828125000000000

1727268886 pages; 528990  page_time: 0.00048828125000000000

1727268888 pages; 531641  page_time: 0.00048828125000000000

1727268889 pages; 534354  page_time: 0.00048828125000000000

1727268890 pages; 536981  page_time: 0.00048828125000000000

1727268891 pages; 539575  page_time: 0.00048828125000000000

1727268892 pages; 542149  page_time: 0.00048828125000000000

1727268893 pages; 544775  page_time: 0.00048828125000000000

1727268894 pages; 547407  page_time: 0.00048828125000000000

1727268895 pages; 550009  page_time: 0.00048828125000000000

1727268896 pages; 552622  page_time: 0.00048828125000000000

1727268897 pages; 555121  page_time: 0.00048828125000000000

1727268898 pages; 557688  page_time: 0.00048828125000000000

1727268899 pages; 560307  page_time: 0.00048828125000000000

1727268900 pages; 562960  page_time: 0.00048828125000000000

1727268901 pages; 565293  page_time: 0.00048828125000000000

1727268902 pages; 566055  page_time: 0.00048828125000000000

1727268903 pages; 568102  page_time: 0.00048828125000000000

1727268904 pages; 570690  page_time: 0.00048828125000000000

1727268905 pages; 573210  page_time: 0.00048828125000000000

1727268906 pages; 575767  page_time: 0.00048828125000000000

1727268907 pages; 578475  page_time: 0.00048828125000000000

1727268908 pages; 581210  page_time: 0.00048828125000000000

1727268909 pages; 583851  page_time: 0.00048828125000000000

1727268910 pages; 586499  page_time: 0.00048828125000000000

1727268911 pages; 589190  page_time: 0.00048828125000000000

1727268912 pages; 591780  page_time: 0.00048828125000000000

1727268913 pages; 593937  page_time: 0.00048828125000000000

1727268914 pages; 596710  page_time: 0.00048828125000000000

1727268915 pages; 599422  page_time: 0.00048828125000000000

1727268916 pages; 602123  page_time: 0.00048828125000000000

1727268917 pages; 604777  page_time: 0.00048828125000000000

1727268918 pages; 606603  page_time: 0.00048828125000000000

1727268919 pages; 608613  page_time: 0.00048828125000000000

1727268920 pages; 611387  page_time: 0.00048828125000000000

1727268921 pages; 614202  page_time: 0.00048828125000000000

1727268922 pages; 616859  page_time: 0.00048828125000000000

1727268924 pages; 619490  page_time: 0.00048828125000000000

1727268925 pages; 622146  page_time: 0.00048828125000000000

1727268926 pages; 624828  page_time: 0.00048828125000000000

1727268927 pages; 627519  page_time: 0.00048828125000000000

1727268928 pages; 630267  page_time: 0.00048828125000000000

1727268929 pages; 633010  page_time: 0.00048828125000000000

1727268930 pages; 635173  page_time: 0.00048828125000000000

1727268931 pages; 637946  page_time: 0.00048828125000000000

1727268932 pages; 640613  page_time: 0.00048828125000000000

1727268933 pages; 643311  page_time: 0.00048828125000000000

1727268934 pages; 646022  page_time: 0.00048828125000000000

1727268935 pages; 647965  page_time: 0.00048828125000000000

1727268936 pages; 650409  page_time: 0.00048828125000000000

1727268937 pages; 653077  page_time: 0.00048828125000000000

1727268938 pages; 655796  page_time: 0.00048828125000000000

1727268939 pages; 658496  page_time: 0.00048828125000000000

1727268940 pages; 661172  page_time: 0.00048828125000000000

1727268941 pages; 663786  page_time: 0.00048828125000000000

1727268942 pages; 666555  page_time: 0.00048828125000000000

1727268943 pages; 669340  page_time: 0.00048828125000000000

1727268944 pages; 672118  page_time: 0.00048828125000000000

1727268945 pages; 674933  page_time: 0.00048828125000000000

1727268946 pages; 677092  page_time: 0.00048828125000000000

1727268947 pages; 679788  page_time: 0.00048828125000000000

1727268948 pages; 682462  page_time: 0.00048828125000000000

1727268949 pages; 685000  page_time: 0.00048828125000000000

1727268950 pages; 687477  page_time: 0.00048828125000000000

1727268951 pages; 689381  page_time: 0.00048828125000000000

1727268952 pages; 691906  page_time: 0.00048828125000000000

1727268953 pages; 694523  page_time: 0.00048828125000000000

1727268954 pages; 697082  page_time: 0.00048828125000000000

1727268955 pages; 699719  page_time: 0.00048828125000000000

1727268956 pages; 702477  page_time: 0.00048828125000000000

1727268957 pages; 705285  page_time: 0.00048828125000000000

1727268958 pages; 708088  page_time: 0.00048828125000000000

1727268959 pages; 710914  page_time: 0.00048828125000000000

1727268960 pages; 713660  page_time: 0.00048828125000000000

1727268962 pages; 716352  page_time: 0.00048828125000000000

1727268963 pages; 718493  page_time: 0.00048828125000000000

1727268964 pages; 721113  page_time: 0.00048828125000000000

1727268965 pages; 723809  page_time: 0.00048828125000000000

1727268966 pages; 726574  page_time: 0.00048828125000000000

1727268967 pages; 729307  page_time: 0.00048828125000000000

1727268968 pages; 730770  page_time: 0.00048828125000000000

1727268969 pages; 731557  page_time: 0.00048828125000000000

1727268970 pages; 733542  page_time: 0.00048828125000000000

1727268971 pages; 736395  page_time: 0.00048828125000000000

1727268972 pages; 739259  page_time: 0.00048828125000000000

1727268973 pages; 742140  page_time: 0.00048828125000000000

1727268974 pages; 744987  page_time: 0.00048828125000000000

1727268975 pages; 747832  page_time: 0.00048828125000000000

1727268976 pages; 750688  page_time: 0.00048828125000000000

1727268977 pages; 753526  page_time: 0.00048828125000000000

1727268978 pages; 756398  page_time: 0.00048828125000000000

1727268979 pages; 759326  page_time: 0.00048828125000000000

1727268980 pages; 762290  page_time: 0.00048828125000000000

1727268981 pages; 765161  page_time: 0.00048828125000000000

1727268982 pages; 768055  page_time: 0.00048828125000000000

1727268983 pages; 770873  page_time: 0.00048828125000000000

1727268984 pages; 773767  page_time: 0.00048828125000000000

1727268985 pages; 776317  page_time: 0.00048828125000000000

1727268986 pages; 779179  page_time: 0.00048828125000000000

1727268987 pages; 782101  page_time: 0.00048828125000000000

1727268988 pages; 784941  page_time: 0.00048828125000000000

1727268989 pages; 787788  page_time: 0.00048828125000000000

1727268990 pages; 790536  page_time: 0.00048828125000000000

1727268991 pages; 793423  page_time: 0.00048828125000000000

1727268992 pages; 796202  page_time: 0.00048828125000000000

1727268993 pages; 798979  page_time: 0.00048828125000000000

1727268994 pages; 801793  page_time: 0.00048828125000000000

1727268995 pages; 804273  page_time: 0.00048828125000000000

1727268996 pages; 807091  page_time: 0.00048828125000000000

1727268997 pages; 809953  page_time: 0.00048828125000000000

1727268998 pages; 812824  page_time: 0.00048828125000000000

1727268999 pages; 815678  page_time: 0.00048828125000000000

1727269000 pages; 818300  page_time: 0.00048828125000000000

1727269001 pages; 820243  page_time: 0.00048828125000000000

1727269003 pages; 822328  page_time: 0.00048828125000000000

1727269004 pages; 825052  page_time: 0.00048828125000000000

1727269005 pages; 827741  page_time: 0.00048828125000000000

1727269006 pages; 830558  page_time: 0.00048828125000000000

1727269007 pages; 833375  page_time: 0.00048828125000000000

1727269008 pages; 836264  page_time: 0.00048828125000000000

1727269009 pages; 839063  page_time: 0.00048828125000000000

1727269010 pages; 841801  page_time: 0.00048828125000000000

1727269011 pages; 844458  page_time: 0.00048828125000000000

1727269012 pages; 847206  page_time: 0.00048828125000000000

1727269013 pages; 849823  page_time: 0.00048828125000000000

1727269014 pages; 852664  page_time: 0.00048828125000000000

1727269015 pages; 855466  page_time: 0.00048828125000000000

1727269016 pages; 858266  page_time: 0.00048828125000000000

1727269017 pages; 860831  page_time: 0.00048828125000000000

1727269018 pages; 863263  page_time: 0.00048828125000000000

1727269019 pages; 866013  page_time: 0.00048828125000000000

1727269020 pages; 868772  page_time: 0.00048828125000000000

1727269021 pages; 871474  page_time: 0.00048828125000000000

1727269022 pages; 874199  page_time: 0.00048828125000000000

1727269023 pages; 876710  page_time: 0.00048828125000000000

1727269024 pages; 879126  page_time: 0.00048828125000000000

1727269025 pages; 882237  page_time: 0.00048828125000000000

1727269026 pages; 884979  page_time: 0.00048828125000000000

1727269027 pages; 887577  page_time: 0.00048828125000000000

1727269028 pages; 890101  page_time: 0.00048828125000000000

1727269029 pages; 892389  page_time: 0.00048828125000000000

1727269030 pages; 894440  page_time: 0.00048828125000000000

1727269031 pages; 896862  page_time: 0.00048828125000000000

1727269032 pages; 899527  page_time: 0.00048828125000000000

1727269033 pages; 902172  page_time: 0.00048828125000000000

1727269034 pages; 904778  page_time: 0.00048828125000000000

1727269035 pages; 906764  page_time: 0.00048828125000000000

1727269036 pages; 909510  page_time: 0.00048828125000000000

1727269037 pages; 912123  page_time: 0.00048828125000000000

1727269038 pages; 914781  page_time: 0.00048828125000000000

1727269039 pages; 917511  page_time: 0.00048828125000000000

1727269041 pages; 920058  page_time: 0.00048828125000000000

1727269042 pages; 922612  page_time: 0.00048828125000000000

1727269043 pages; 925288  page_time: 0.00048828125000000000

1727269044 pages; 927881  page_time: 0.00048828125000000000

1727269045 pages; 930662  page_time: 0.00048828125000000000

1727269046 pages; 933611  page_time: 0.00048828125000000000

1727269047 pages; 936282  page_time: 0.00048828125000000000

1727269048 pages; 938917  page_time: 0.00048828125000000000

1727269049 pages; 941512  page_time: 0.00048828125000000000

1727269050 pages; 944163  page_time: 0.00048828125000000000

1727269051 pages; 945875  page_time: 0.00048828125000000000

1727269052 pages; 948349  page_time: 0.00048828125000000000

1727269053 pages; 951022  page_time: 0.00048828125000000000

1727269054 pages; 953626  page_time: 0.00048828125000000000

1727269055 pages; 956303  page_time: 0.00048828125000000000

1727269056 pages; 958930  page_time: 0.00048828125000000000

1727269057 pages; 961145  page_time: 0.00048828125000000000

1727269058 pages; 963784  page_time: 0.00048828125000000000

1727269059 pages; 966511  page_time: 0.00048828125000000000

1727269060 pages; 969331  page_time: 0.00048828125000000000

1727269061 pages; 972048  page_time: 0.00048828125000000000

1727269062 pages; 973889  page_time: 0.00048828125000000000

1727269063 pages; 975729  page_time: 0.00048828125000000000

1727269064 pages; 978432  page_time: 0.00048828125000000000

1727269065 pages; 981042  page_time: 0.00048828125000000000

1727269066 pages; 983692  page_time: 0.00048828125000000000

1727269067 pages; 986277  page_time: 0.00048828125000000000

1727269068 pages; 988438  page_time: 0.00048828125000000000

1727269069 pages; 991118  page_time: 0.00048828125000000000

1727269070 pages; 993702  page_time: 0.00048828125000000000

1727269071 pages; 996224  page_time: 0.00048828125000000000

1727269072 pages; 998680  page_time: 0.00048828125000000000

1727269074 pages; 1000766  page_time: 0.00048828125000000000

1727269075 pages; 1002681  page_time: 0.00048828125000000000

1727269076 pages; 1005446  page_time: 0.00048828125000000000

1727269077 pages; 1008218  page_time: 0.00048828125000000000

1727269078 pages; 1010900  page_time: 0.00048828125000000000

1727269079 pages; 1013656  page_time: 0.00048828125000000000

1727269080 pages; 1016217  page_time: 0.00048828125000000000

1727269081 pages; 1018960  page_time: 0.00048828125000000000

1727269082 pages; 1021519  page_time: 0.00048828125000000000

1727269083 pages; 1024067  page_time: 0.00048828125000000000

1727269084 pages; 1026599  page_time: 0.00048828125000000000

1727269085 pages; 1028527  page_time: 0.00048828125000000000

1727269086 pages; 1030963  page_time: 0.00048828125000000000

1727269087 pages; 1033502  page_time: 0.00048828125000000000

1727269088 pages; 1036091  page_time: 0.00048828125000000000

1727269089 pages; 1038898  page_time: 0.00048828125000000000

1727269090 pages; 1041765  page_time: 0.00048828125000000000

1727269091 pages; 1044801  page_time: 0.00048828125000000000

1727269092 pages; 1047558  page_time: 0.00048828125000000000

1727269093 pages; 1050312  page_time: 0.00048828125000000000

1727269094 pages; 1052917  page_time: 0.00048828125000000000

1727269095 pages; 1055632  page_time: 0.00048828125000000000

1727269096 pages; 1057507  page_time: 0.00048828125000000000

1727269097 pages; 1060275  page_time: 0.00048828125000000000

1727269098 pages; 1062894  page_time: 0.00048828125000000000

1727269099 pages; 1065443  page_time: 0.00048828125000000000

1727269100 pages; 1068131  page_time: 0.00048828125000000000

1727269101 pages; 1070325  page_time: 0.00048828125000000000

1727269102 pages; 1072327  page_time: 0.00048828125000000000

1727269103 pages; 1074842  page_time: 0.00048828125000000000

1727269104 pages; 1077439  page_time: 0.00048828125000000000

1727269105 pages; 1080105  page_time: 0.00048828125000000000

1727269106 pages; 1082539  page_time: 0.00048828125000000000

1727269108 pages; 1084266  page_time: 0.00048828125000000000

1727269109 pages; 1086891  page_time: 0.00048828125000000000

1727269110 pages; 1089308  page_time: 0.00048828125000000000

1727269111 pages; 1091984  page_time: 0.00048828125000000000

1727269112 pages; 1094608  page_time: 0.00048828125000000000

1727269113 pages; 1097035  page_time: 0.00048828125000000000

1727269114 pages; 1099715  page_time: 0.00048828125000000000

1727269115 pages; 1102321  page_time: 0.00048828125000000000

1727269116 pages; 1104937  page_time: 0.00048828125000000000

1727269117 pages; 1107562  page_time: 0.00048828125000000000

1727269118 pages; 1110325  page_time: 0.00048828125000000000

1727269119 pages; 1112964  page_time: 0.00048828125000000000

1727269120 pages; 1115741  page_time: 0.00048828125000000000

1727269121 pages; 1118514  page_time: 0.00048828125000000000

1727269122 pages; 1121298  page_time: 0.00048828125000000000

1727269123 pages; 1124145  page_time: 0.00048828125000000000

1727269124 pages; 1125888  page_time: 0.00048828125000000000

1727269125 pages; 1128498  page_time: 0.00048828125000000000

1727269126 pages; 1131268  page_time: 0.00048828125000000000

1727269127 pages; 1134055  page_time: 0.00048828125000000000

1727269128 pages; 1136860  page_time: 0.00048828125000000000

1727269129 pages; 1138611  page_time: 0.00048828125000000000

1727269130 pages; 1140977  page_time: 0.00048828125000000000

1727269131 pages; 1143659  page_time: 0.00048828125000000000

1727269132 pages; 1146255  page_time: 0.00048828125000000000

1727269133 pages; 1148870  page_time: 0.00048828125000000000

1727269134 pages; 1151449  page_time: 0.00048828125000000000
1727269136 pages; 1153868  page_time: 0.00048828125000000000

1727269137 pages; 1156582  page_time: 0.00048828125000000000

1727269138 pages; 1159172  page_time: 0.00048828125000000000

1727269139 pages; 1161739  page_time: 0.00048828125000000000

1727269140 pages; 1164366  page_time: 0.00048828125000000000

1727269141 pages; 1166939  page_time: 0.00048828125000000000

1727269142 pages; 1169493  page_time: 0.00048828125000000000

1727269143 pages; 1172090  page_time: 0.00048828125000000000

1727269144 pages; 1174717  page_time: 0.00048828125000000000

1727269145 pages; 1177334  page_time: 0.00048828125000000000

1727269146 pages; 1179898  page_time: 0.00048828125000000000

1727269147 pages; 1182550  page_time: 0.00048828125000000000

1727269148 pages; 1185355  page_time: 0.00048828125000000000

1727269149 pages; 1187874  page_time: 0.00048828125000000000

1727269150 pages; 1190562  page_time: 0.00048828125000000000

1727269151 pages; 1192709  page_time: 0.00048828125000000000

1727269152 pages; 1195338  page_time: 0.00048828125000000000

1727269153 pages; 1198001  page_time: 0.00048828125000000000

1727269154 pages; 1200621  page_time: 0.00048828125000000000

1727269155 pages; 1203230  page_time: 0.00048828125000000000

1727269156 pages; 1205959  page_time: 0.00048828125000000000

1727269157 pages; 1208041  page_time: 0.00048828125000000000

1727269158 pages; 1210599  page_time: 0.00048828125000000000

1727269159 pages; 1213146  page_time: 0.00048828125000000000

1727269160 pages; 1215602  page_time: 0.00048828125000000000

1727269161 pages; 1218185  page_time: 0.00048828125000000000

1727269162 pages; 1220316  page_time: 0.00048828125000000000

1727269163 pages; 1222974  page_time: 0.00048828125000000000

1727269165 pages; 1225568  page_time: 0.00048828125000000000

1727269166 pages; 1228034  page_time: 0.00048828125000000000

1727269167 pages; 1230475  page_time: 0.00048828125000000000

1727269168 pages; 1232496  page_time: 0.00048828125000000000

1727269169 pages; 1234909  page_time: 0.00048828125000000000

1727269170 pages; 1237560  page_time: 0.00048828125000000000

1727269171 pages; 1240332  page_time: 0.00048828125000000000

1727269172 pages; 1242961  page_time: 0.00048828125000000000

1727269173 pages; 1245574  page_time: 0.00048828125000000000

1727269174 pages; 1247593  page_time: 0.00048828125000000000

1727269175 pages; 1250289  page_time: 0.00048828125000000000

1727269176 pages; 1252823  page_time: 0.00048828125000000000

1727269177 pages; 1255417  page_time: 0.00048828125000000000

