1727268739.518272|f|f|2
1727268754.527326|f|f|24768
1727268754.527326|t|f|3243
1727268769.544478|f|f|13349
1727268769.544478|t|f|47556
1727268784.572323|f|f|43636
1727268784.572323|t|f|47556
1727268799.613927|f|f|76981
1727268799.613927|t|f|47556
1727268814.667746|f|f|107587
1727268814.667746|t|f|47556
1727268829.731965|f|f|66334
1727268829.731965|t|f|120066
1727268844.808498|f|f|43887
1727268844.808498|t|f|172829
1727268859.896269|f|f|76329
1727268859.896269|t|f|172829
1727268874.996076|f|f|106110
1727268874.996076|t|f|172829
1727268889.107752|f|f|61719
1727268889.107752|t|f|244531
1727268904.227340|f|f|37533
1727268904.227340|t|t|27743
1727268904.227340|t|f|268837
1727268919.357818|f|f|68971
1727268919.357818|t|t|27743
1727268919.357818|t|f|268837
1727268934.502955|f|f|97810
1727268934.502955|t|t|27743
1727268934.502955|t|f|268837
1727268949.653585|f|f|59472
1727268949.653585|t|t|27743
1727268949.653585|t|f|336528
1727268964.825023|f|f|37310
1727268964.825023|t|t|27743
1727268964.825023|t|f|385096
1727268979.988396|f|f|67045
1727268979.988396|t|t|27743
1727268979.988396|t|f|385096
1727268994.166683|f|f|95300
1727268994.166683|t|t|27743
1727268994.166683|t|f|385096
1727269009.362905|f|f|55315
1727269009.362905|t|t|27743
1727269009.362905|t|f|449866
1727269024.562093|f|f|33813
1727269024.562093|t|t|49555
1727269024.562093|t|f|474601
1727269039.773054|f|f|61268
1727269039.773054|t|t|49555
1727269039.773054|t|f|474601
1727269054.991304|f|f|91122
1727269054.991304|t|t|49555
1727269054.991304|t|f|474601
1727269069.224631|f|f|53344
1727269069.224631|t|t|49555
1727269069.224631|t|f|537024
1727269084.464610|f|f|34321
1727269084.464610|t|t|49555
1727269084.464610|t|f|581777
1727269099.709278|f|f|63513
1727269099.709278|t|t|49555
1727269099.709278|t|f|581777
1727269114.965509|f|f|91890
1727269114.965509|t|t|49555
1727269114.965509|t|f|581777
1727269129.231970|f|f|52274
1727269129.231970|t|t|49555
1727269129.231970|t|f|644217
1727269144.512178|f|f|28814
1727269144.512178|t|t|75650
1727269144.512178|t|f|662748
1727269159.791785|f|f|54423
1727269159.791785|t|t|75650
1727269159.791785|t|f|662748
1727269174.080383|f|f|80896
1727269174.080383|t|t|75650
1727269174.080383|t|f|662748
1727269189.382377|f|f|47949
1727269189.382377|t|t|75650
1727269189.382377|t|f|719750
1727269204.695026|f|f|69540
1727269204.695026|t|t|75650
1727269204.695026|t|f|719750
1727269219.027094|f|f|54762
1727269219.027094|t|t|75650
1727269219.027094|t|f|760452
1727269234.352290|f|f|82182
1727269234.352290|t|t|75650
1727269234.352290|t|f|760452
1727269249.689003|f|f|49230
1727269249.689003|t|t|75650
1727269249.689003|t|f|818291
1727269264.034142|f|f|67514
1727269264.034142|t|t|75650
1727269264.034142|t|f|818291
1727269279.383756|f|f|50122
1727269279.383756|t|t|111026
1727269279.383756|t|f|824214
1727269294.741280|f|f|76997
1727269294.741280|t|t|111026
1727269294.741280|t|f|824214
1727269309.118918|f|f|46737
1727269309.118918|t|t|111026
1727269309.118918|t|f|877479
1727269324.497388|f|f|67174
1727269324.497388|t|t|111026
1727269324.497388|t|f|877479
1727269339.892008|f|f|54547
1727269339.892008|t|t|111026
1727269339.892008|t|f|915351
1727269354.294332|f|f|79515
1727269354.294332|t|t|111026
1727269354.294332|t|f|915351
1727269369.706256|f|f|48888
1727269369.706256|t|t|111026
1727269369.706256|t|f|971381
1727269384.118959|f|f|68431
1727269384.118959|t|t|111026
1727269384.118959|t|f|971381
1727269399.543700|f|f|50037
1727269399.543700|t|t|111026
1727269399.543700|t|f|1011212
1727269414.968881|f|f|77281
1727269414.968881|t|t|111026
1727269414.968881|t|f|1011212
1727269429.408067|f|f|46098
1727269429.408067|t|t|111026
1727269429.408067|t|f|1064511
1727269444.849130|f|f|65125
1727269444.849130|t|t|111026
1727269444.849130|t|f|1064511
1727269459.302752|f|f|48851
1727269459.302752|t|t|119899
1727269459.302752|t|f|1093509
1727269474.757481|f|f|75390
1727269474.757481|t|t|119899
1727269474.757481|t|f|1093509
1727269489.221340|f|f|46203
1727269489.221340|t|t|119899
1727269489.221340|t|f|1146618
1727269504.703170|f|f|66751
1727269504.703170|t|t|119899
1727269504.703170|t|f|1146618
1727269519.203441|f|f|48873
1727269519.203441|t|t|119899
1727269519.203441|t|f|1184304
1727269534.723887|f|f|75925
1727269534.723887|t|t|119899
1727269534.723887|t|f|1184304
1727269549.219405|f|f|46129
1727269549.219405|t|t|119899
1727269549.219405|t|f|1237313
1727269564.729172|f|f|65141
1727269564.729172|t|t|119899
1727269564.729172|t|f|1237313
1727269579.252638|f|f|68415
1727269579.252638|t|t|135868
1727269579.252638|t|f|1237347
1727269594.785331|f|f|72528
1727269594.785331|t|t|144494
1727269594.785331|t|f|1250403
1727269609.309839|f|f|45467
1727269609.309839|t|t|144494
1727269609.309839|t|f|1301207
1727269624.843223|f|f|64079
1727269624.843223|t|t|144494
1727269624.843223|t|f|1301207
1727269639.396633|f|f|84230
1727269639.396633|t|t|144494
1727269639.396633|t|f|1301207
1727269654.955554|f|f|73593
1727269654.955554|t|t|144494
1727269654.955554|t|f|1337216
1727269669.532274|f|f|45055
1727269669.532274|t|t|144494
1727269669.532274|t|f|1388956
1727269684.095032|f|f|64408
1727269684.095032|t|t|144494
1727269684.095032|t|f|1388956
1727269699.667793|f|f|84415
1727269699.667793|t|t|144494
1727269699.667793|t|f|1388956
1727269714.251216|f|f|70652
1727269714.251216|t|t|144494
1727269714.251216|t|f|1425632
1727269729.857325|f|f|44947
1727269729.857325|t|t|144494
1727269729.857325|t|f|1475715
1727269744.458938|f|f|64222
1727269744.458938|t|t|144494
1727269744.458938|t|f|1475715
1727269759.066871|f|f|83285
1727269759.066871|t|t|144494
