2024-09-25 14:52:19.512059+02|1727268739.512059|28D/A42836A0|2807367743136
2024-09-25 14:52:20.518797+02|1727268740.518797|28D/A7460678|2807420028536
2024-09-25 14:52:21.53061+02|1727268741.530610|28D/A9772318|2807456801560
2024-09-25 14:52:22.539076+02|1727268742.539076|28D/AB3AFDF8|2807486414328
2024-09-25 14:52:23.549865+02|1727268743.549865|28D/ACC19D50|2807512014160
2024-09-25 14:52:24.556636+02|1727268744.556636|28D/B00F1B00|2807567424256
2024-09-25 14:52:25.563512+02|1727268745.563512|28D/B535A120|2807653835040
2024-09-25 14:52:26.569943+02|1727268746.569943|28D/BA7287E8|2807741712360
2024-09-25 14:52:27.576538+02|1727268747.576538|28D/BF92ED48|2807827721544
2024-09-25 14:52:28.582599+02|1727268748.582599|28D/C4B663D0|2807913931728
2024-09-25 14:52:29.589086+02|1727268749.589086|28D/C9D11C58|2807999568984
2024-09-25 14:52:30.595424+02|1727268750.595424|28D/CEF6D728|2808085927720
2024-09-25 14:52:31.601977+02|1727268751.601977|28D/D4297348|2808173130568
2024-09-25 14:52:32.608354+02|1727268752.608354|28D/D950D658|2808259597912
2024-09-25 14:52:33.61469+02|1727268753.614690|28D/DE6DADE0|2808345374176
2024-09-25 14:52:34.621085+02|1727268754.621085|28D/E3669960|2808428796256
2024-09-25 14:52:35.627242+02|1727268755.627242|28D/E8835038|2808514564152
2024-09-25 14:52:36.633656+02|1727268756.633656|28D/ED951098|2808599613592
2024-09-25 14:52:37.639883+02|1727268757.639883|28D/F28E6890|2808683063440
2024-09-25 14:52:38.645689+02|1727268758.645689|28D/F7A7A330|2808768602928
2024-09-25 14:52:39.651808+02|1727268759.651808|28D/FCD72F98|2808855605144
2024-09-25 14:52:40.657705+02|1727268760.657705|28E/1E2C648|2808940250696
2024-09-25 14:52:41.663579+02|1727268761.663579|28E/6EF73E8|2809024967656
2024-09-25 14:52:42.669494+02|1727268762.669494|28E/BFB2B80|2809109621632
2024-09-25 14:52:43.675467+02|1727268763.675467|28E/10FE5138|2809193713976
2024-09-25 14:52:44.681542+02|1727268764.681542|28E/15A8AC68|2809271987304
2024-09-25 14:52:45.687677+02|1727268765.687677|28E/1A3ED698|2809348937368
2024-09-25 14:52:46.694257+02|1727268766.694257|28E/1F02EA48|2809428896328
2024-09-25 14:52:47.70011+02|1727268767.700110|28E/2401E110|2809512714512
2024-09-25 14:52:48.706147+02|1727268768.706147|28E/28F6F150|2809595883856
2024-09-25 14:52:49.712082+02|1727268769.712082|28E/2DE91690|2809678861968
2024-09-25 14:52:50.718668+02|1727268770.718668|28E/33052B50|2809764588368
2024-09-25 14:52:51.724956+02|1727268771.724956|28E/3809F570|2809848788336
2024-09-25 14:52:52.732092+02|1727268772.732092|28E/3D2589E0|2809934481888
2024-09-25 14:52:53.738022+02|1727268773.738022|28E/3DC33A68|2809944816232
2024-09-25 14:52:54.743784+02|1727268774.743784|28E/3FC2BDE8|2809978338792
2024-09-25 14:52:55.749594+02|1727268775.749594|28E/44CAF6B0|2810062763696
2024-09-25 14:52:56.756477+02|1727268776.756477|28E/49CD2DB8|2810146794936
2024-09-25 14:52:57.76351+02|1727268777.763510|28E/4EE43500|2810232190208
2024-09-25 14:52:58.769995+02|1727268778.769995|28E/53F42218|2810317120024
2024-09-25 14:52:59.776189+02|1727268779.776189|28E/58FDF2E8|2810401649384
2024-09-25 14:53:00.782483+02|1727268780.782483|28E/5DEE9288|2810484527752
2024-09-25 14:53:01.788838+02|1727268781.788838|28E/62FA59D8|2810569185752
2024-09-25 14:53:02.794655+02|1727268782.794655|28E/67F865A0|2810652943776
2024-09-25 14:53:03.800373+02|1727268783.800373|28E/6CF25D68|2810736434536
2024-09-25 14:53:04.807289+02|1727268784.807289|28E/72041980|2810821482880
2024-09-25 14:53:05.81589+02|1727268785.815890|28E/771047F0|2810906167280
2024-09-25 14:53:06.825477+02|1727268786.825477|28E/7C0D92D0|2810989875920
2024-09-25 14:53:07.837223+02|1727268787.837223|28E/811D3838|2811074787384
2024-09-25 14:53:08.844418+02|1727268788.844418|28E/860C71B8|2811157574072
2024-09-25 14:53:09.853384+02|1727268789.853384|28E/8B210518|2811242808600
