1727304924.291311|f|f|8547
1727304939.309837|f|f|12761
1727304954.333820|f|f|16006
1727304969.361859|f|f|18756
1727304984.387991|f|f|21177
1727304999.419867|f|f|23366
1727305014.455505|f|f|25375
1727305029.481047|f|f|11335
1727305029.481047|t|f|26241
1727305044.500446|f|f|40366
1727305044.500446|t|f|26241
1727305059.529931|f|f|69549
1727305059.529931|t|f|26241
1727305074.574218|f|f|95713
1727305074.574218|t|f|26241
1727305089.627151|f|f|15124
1727305089.627151|t|f|134009
1727305104.685968|f|f|41593
1727305104.685968|t|f|134009
1727305119.761110|f|f|68633
1727305119.761110|t|f|134009
1727305134.842647|f|f|95606
1727305134.842647|t|f|134009
1727305149.934089|f|f|35119
1727305149.934089|t|t|17722
1727305149.934089|t|f|196824
1727305164.033734|f|f|31916
1727305164.033734|t|t|44191
1727305164.033734|t|f|198135
1727305179.141734|f|f|58591
1727305179.141734|t|t|44191
1727305179.141734|t|f|198135
1727305194.261829|f|f|84211
1727305194.261829|t|t|44191
1727305194.261829|t|f|198135
1727305209.389112|f|f|52869
1727305209.389112|t|t|44191
1727305209.389112|t|f|253407
1727305224.526563|f|f|37367
1727305224.526563|t|t|44191
1727305224.526563|t|f|293293
1727305239.669967|f|f|62083
1727305239.669967|t|t|44191
1727305239.669967|t|f|293293
1727305254.825184|f|f|88047
1727305254.825184|t|t|44191
1727305254.825184|t|f|293293
1727305269.989196|f|f|55564
1727305269.989196|t|t|44191
1727305269.989196|t|f|350406
1727305284.157833|f|f|41514
1727305284.157833|t|t|44191
1727305284.157833|t|f|391329
1727305299.337409|f|f|70767
1727305299.337409|t|t|44191
1727305299.337409|t|f|391329
1727305314.529502|f|f|99437
1727305314.529502|t|t|44191
1727305314.529502|t|f|391329
1727305329.736818|f|f|59661
1727305329.736818|t|t|44191
1727305329.736818|t|f|457359
1727305344.957777|f|f|38466
1727305344.957777|t|t|53353
1727305344.957777|t|f|495617
1727305359.177844|f|f|66134
1727305359.177844|t|t|53353
1727305359.177844|t|f|495617
1727305374.415509|f|f|94700
1727305374.415509|t|t|53353
1727305374.415509|t|f|495617
1727305389.656807|f|f|58036
1727305389.656807|t|t|53353
1727305389.656807|t|f|558758
1727305404.932608|f|f|39060
1727305404.932608|t|t|53353
1727305404.932608|t|f|603905
1727305419.201060|f|f|65631
1727305419.201060|t|t|53353
1727305419.201060|t|f|603905
1727305434.468399|f|f|94239
1727305434.468399|t|t|53353
1727305434.468399|t|f|603905
1727305449.746017|f|f|56687
1727305449.746017|t|t|53353
1727305449.746017|t|f|666497
1727305464.034356|f|f|32408
1727305464.034356|t|t|67957
1727305464.034356|t|f|696690
1727305479.337012|f|f|60438
1727305479.337012|t|t|67957
1727305479.337012|t|f|696690
1727305494.641580|f|f|87508
1727305494.641580|t|t|67957
1727305494.641580|t|f|696690
1727305509.956118|f|f|55232
1727305509.956118|t|t|67957
1727305509.956118|t|f|754962
1727305524.281149|f|f|58654
1727305524.281149|t|t|67957
1727305524.281149|t|f|772032
1727305539.624797|f|f|61906
1727305539.624797|t|t|67957
1727305539.624797|t|f|796512
1727305554.969638|f|f|89614
1727305554.969638|t|t|67957
