2024-09-26 00:55:09.26816+02|1727304909.268160|0/193F080|26472576
2024-09-26 00:55:10.275467+02|1727304910.275467|0/4873908|75970824
2024-09-26 00:55:11.28302+02|1727304911.283020|0/6AC51B8|111956408
2024-09-26 00:55:12.293882+02|1727304912.293882|0/86A97A8|141203368
2024-09-26 00:55:13.307868+02|1727304913.307868|0/9F2CFC0|166907840
2024-09-26 00:55:14.315492+02|1727304914.315492|0/B465578|189158776
2024-09-26 00:55:15.326832+02|1727304915.326832|0/C7E5C48|209607752
2024-09-26 00:55:16.336672+02|1727304916.336672|0/D9FA850|228567120
2024-09-26 00:55:17.350159+02|1727304917.350159|0/EB3B018|246657048
2024-09-26 00:55:18.367494+02|1727304918.367494|0/FB442F0|263471856
2024-09-26 00:55:19.373899+02|1727304919.373899|0/10A552D8|279270104
2024-09-26 00:55:20.380921+02|1727304920.380921|0/118DA9C0|294496704
2024-09-26 00:55:21.401857+02|1727304921.401857|0/1268DCE8|308862184
2024-09-26 00:55:22.408789+02|1727304922.408789|0/13439130|323195184
2024-09-26 00:55:23.426075+02|1727304923.426075|0/14144020|336871456
2024-09-26 00:55:24.432753+02|1727304924.432753|0/14DB8248|349930056
2024-09-26 00:55:25.457851+02|1727304925.457851|0/1598B410|362329104
2024-09-26 00:55:26.477876+02|1727304926.477876|0/1657CC88|374852744
2024-09-26 00:55:27.488422+02|1727304927.488422|0/170B0420|386597920
2024-09-26 00:55:28.501824+02|1727304928.501824|0/17B8BF88|397983624
2024-09-26 00:55:29.521827+02|1727304929.521827|0/1866AEC8|409382600
2024-09-26 00:55:30.538545+02|1727304930.538545|0/190CE248|420274760
2024-09-26 00:55:31.555201+02|1727304931.555201|0/19B2F230|431157808
2024-09-26 00:55:32.567955+02|1727304932.567955|0/1A521608|441587208
2024-09-26 00:55:33.587463+02|1727304933.587463|0/1AF17F30|452034352
2024-09-26 00:55:34.601818+02|1727304934.601818|0/1B8C4FD0|462180304
2024-09-26 00:55:35.621831+02|1727304935.621831|0/1C21F940|471988544
2024-09-26 00:55:36.629602+02|1727304936.629602|0/1CB8E160|481878368
2024-09-26 00:55:37.651989+02|1727304937.651989|0/1D4CFAA0|491584160
2024-09-26 00:55:38.671167+02|1727304938.671167|0/1DDD2A08|501033480
2024-09-26 00:55:39.69199+02|1727304939.691990|0/1E67EC18|510127128
2024-09-26 00:55:40.705833+02|1727304940.705833|0/1EF394D0|519279824
2024-09-26 00:55:41.713779+02|1727304941.713779|0/1F7953D8|528045016
2024-09-26 00:55:42.735481+02|1727304942.735481|0/1FFEC3F0|536790000
2024-09-26 00:55:43.76001+02|1727304943.760010|0/207ADCE8|544922856
2024-09-26 00:55:44.777089+02|1727304944.777089|0/20FEED80|553577856
2024-09-26 00:55:45.793774+02|1727304945.793774|0/217ED2B8|561959608
2024-09-26 00:55:46.799713+02|1727304946.799713|0/21FE9D40|570334528
2024-09-26 00:55:47.825876+02|1727304947.825876|0/227A9930|578459952
2024-09-26 00:55:48.845842+02|1727304948.845842|0/22F55530|586503472
2024-09-26 00:55:49.865818+02|1727304949.865818|0/23719B90|594647952
2024-09-26 00:55:50.88182+02|1727304950.881820|0/23E6C150|602325328
2024-09-26 00:55:51.90182+02|1727304951.901820|0/245C76A8|610039464
2024-09-26 00:55:52.912567+02|1727304952.912567|0/24D6F598|618067352
2024-09-26 00:55:53.937042+02|1727304953.937042|0/254C8C30|625773616
2024-09-26 00:55:54.957822+02|1727304954.957822|0/25C01EA8|633347752
2024-09-26 00:55:55.96655+02|1727304955.966550|0/26314B38|640764728
2024-09-26 00:55:56.981843+02|1727304956.981843|0/26A0FCD0|648084688
2024-09-26 00:55:58.005835+02|1727304958.005835|0/270CB860|655145056
2024-09-26 00:55:59.025835+02|1727304959.025835|0/2780B728|662746920
2024-09-26 00:56:00.039993+02|1727304960.039993|0/27EF13F0|669979632
2024-09-26 00:56:01.047608+02|1727304961.047608|0/28583508|676869384
2024-09-26 00:56:02.06583+02|1727304962.065830|0/28C162C8|683762376
2024-09-26 00:56:03.08787+02|1727304963.087870|0/292E7AD8|690911960
2024-09-26 00:56:04.09996+02|1727304964.099960|0/2994B698|697611928
2024-09-26 00:56:05.112211+02|1727304965.112211|0/29FB1298|704320152
2024-09-26 00:56:06.11918+02|1727304966.119180|0/2A5EB138|710848824
2024-09-26 00:56:07.147986+02|1727304967.147986|0/2AC7A598|717727128
2024-09-26 00:56:08.163348+02|1727304968.163348|0/2B2B2D00|724249856
2024-09-26 00:56:09.179424+02|1727304969.179424|0/2B8F0258|730792536
2024-09-26 00:56:10.189543+02|1727304970.189543|0/2BF2F3A8|737342376
2024-09-26 00:56:11.209796+02|1727304971.209796|0/2C542000|743710720
2024-09-26 00:56:12.231868+02|1727304972.231868|0/2CB678B0|750155952
2024-09-26 00:56:13.253856+02|1727304973.253856|0/2D1754D0|756503760
2024-09-26 00:56:14.275907+02|1727304974.275907|0/2D75C808|762693640
2024-09-26 00:56:15.295407+02|1727304975.295407|0/2DD40718|768870168
2024-09-26 00:56:16.307066+02|1727304976.307066|0/2E338ED0|775130832
2024-09-26 00:56:17.329443+02|1727304977.329443|0/2E9324F0|781395184
2024-09-26 00:56:18.353801+02|1727304978.353801|0/2EEFF920|787478816
2024-09-26 00:56:19.373619+02|1727304979.373619|0/2F4E1E60|793648736
2024-09-26 00:56:20.386325+02|1727304980.386325|0/2FA86CA0|799567008
2024-09-26 00:56:21.405823+02|1727304981.405823|0/30014D60|805391712
2024-09-26 00:56:22.423855+02|1727304982.423855|0/305F7B68|811563880
2024-09-26 00:56:23.439986+02|1727304983.439986|0/30B9BD98|817479064
2024-09-26 00:56:24.457841+02|1727304984.457841|0/310FEBA0|823126944
2024-09-26 00:56:25.477832+02|1727304985.477832|0/3168C0E0|828948704
2024-09-26 00:56:26.496855+02|1727304986.496855|0/31C089C0|834701760
2024-09-26 00:56:27.509673+02|1727304987.509673|0/32174428|840385576
2024-09-26 00:56:28.527868+02|1727304988.527868|0/326F8560|846169440
2024-09-26 00:56:29.541819+02|1727304989.541819|0/32C67EE8|851869416
2024-09-26 00:56:30.565821+02|1727304990.565821|0/331A8E58|857378392
2024-09-26 00:56:31.585819+02|1727304991.585819|0/336F51D8|862933464
2024-09-26 00:56:32.603755+02|1727304992.603755|0/33C6E508|868672776
2024-09-26 00:56:33.619978+02|1727304993.619978|0/34190D60|874057056
2024-09-26 00:56:34.641869+02|1727304994.641869|0/346C81F0|879526384
2024-09-26 00:56:35.663982+02|1727304995.663982|0/34C13CB0|885079216
2024-09-26 00:56:36.679627+02|1727304996.679627|0/351362A8|890462888
2024-09-26 00:56:37.690921+02|1727304997.690921|0/35642228|895754792
2024-09-26 00:56:38.712813+02|1727304998.712813|0/35B797F0|901224432
2024-09-26 00:56:39.733805+02|1727304999.733805|0/360236E0|906114784
2024-09-26 00:56:40.752854+02|1727305000.752854|0/36591720|911808288
2024-09-26 00:56:41.774124+02|1727305001.774124|0/36AF58B0|917461168
2024-09-26 00:56:42.789734+02|1727305002.789734|0/36FDA278|922591864
2024-09-26 00:56:43.802068+02|1727305003.802068|0/374D1290|927797904
2024-09-26 00:56:44.812967+02|1727305004.812967|0/37985EF0|932732656
2024-09-26 00:56:45.835539+02|1727305005.835539|0/37E91C40|938024000
2024-09-26 00:56:46.861826+02|1727305006.861826|0/38348878|942966904
2024-09-26 00:56:47.883987+02|1727305007.883987|0/38869448|948343880
2024-09-26 00:56:48.899123+02|1727305008.899123|0/38D351A8|953373096
2024-09-26 00:56:49.913104+02|1727305009.913104|0/39202768|958408552
2024-09-26 00:56:50.924134+02|1727305010.924134|0/396CDBF0|963435504
2024-09-26 00:56:51.941269+02|1727305011.941269|0/39B85810|968382480
2024-09-26 00:56:52.957817+02|1727305012.957817|0/3A050D00|973409536
2024-09-26 00:56:53.979941+02|1727305013.979941|0/3A51E718|978446104
2024-09-26 00:56:54.989623+02|1727305014.989623|0/3A9BF440|983299136
2024-09-26 00:56:56.00629+02|1727305016.006290|0/3AE74F60|988237664
2024-09-26 00:56:57.020128+02|1727305017.020128|0/3B315E98|993091224
2024-09-26 00:56:58.043878+02|1727305018.043878|0/3B7CA808|998025224
2024-09-26 00:56:59.061724+02|1727305019.061724|0/3BC2CE30|1002622512
2024-09-26 00:57:00.071255+02|1727305020.071255|0/3C0B6E00|1007382016
2024-09-26 00:57:01.093819+02|1727305021.093819|0/3C557900|1012234496
2024-09-26 00:57:02.101044+02|1727305022.101044|0/3CA4BD98|1017429400
2024-09-26 00:57:03.114467+02|1727305023.114467|0/3D064690|1023821456
2024-09-26 00:57:04.121066+02|1727305024.121066|0/3DFD3E78|1040006776
2024-09-26 00:57:05.127034+02|1727305025.127034|0/427B0068|1115357288
2024-09-26 00:57:06.133322+02|1727305026.133322|0/470011B0|1191186864
2024-09-26 00:57:07.139202+02|1727305027.139202|0/4B92CF60|1267912544
2024-09-26 00:57:08.145713+02|1727305028.145713|0/4FFB5520|1341871392
2024-09-26 00:57:09.151522+02|1727305029.151522|0/54760C00|1417022464
2024-09-26 00:57:10.157218+02|1727305030.157218|0/58FEFA70|1493105264
2024-09-26 00:57:11.163083+02|1727305031.163083|0/5D54CBA0|1565838240
2024-09-26 00:57:12.169404+02|1727305032.169404|0/61D535C8|1641362888
2024-09-26 00:57:13.175231+02|1727305033.175231|0/664A30F8|1716138232
2024-09-26 00:57:14.181062+02|1727305034.181062|0/6AD89368|1792578408
2024-09-26 00:57:15.186826+02|1727305035.186826|0/6F3BA9C0|1866181056
2024-09-26 00:57:16.192777+02|1727305036.192777|0/725FB458|1918874712
2024-09-26 00:57:17.199484+02|1727305037.199484|0/76E425F8|1994663416
2024-09-26 00:57:18.206395+02|1727305038.206395|0/7B6386F8|2070120184
2024-09-26 00:57:19.212513+02|1727305039.212513|0/7FE1AD90|2145496464
2024-09-26 00:57:20.219311+02|1727305040.219311|0/843D31B8|2218602936
2024-09-26 00:57:21.225853+02|1727305041.225853|0/88B3E198|2293490072
2024-09-26 00:57:22.231611+02|1727305042.231611|0/8D110000|2366701568
2024-09-26 00:57:23.237971+02|1727305043.237971|0/91764518|2440447256
2024-09-26 00:57:24.244282+02|1727305044.244282|0/95FF5100|2516537600
2024-09-26 00:57:25.250436+02|1727305045.250436|0/9A515148|2589020488
2024-09-26 00:57:26.256295+02|1727305046.256295|0/9ECEF798|2664363928
2024-09-26 00:57:27.262889+02|1727305047.262889|0/A32D3800|2737649664
2024-09-26 00:57:28.268831+02|1727305048.268831|0/A7A0AAF0|2812324592
2024-09-26 00:57:29.274716+02|1727305049.274716|0/ABFEE518|2885608728
2024-09-26 00:57:30.28049+02|1727305050.280490|0/B085F250|2961568336
2024-09-26 00:57:31.286372+02|1727305051.286372|0/B4ED06D8|3035432664
2024-09-26 00:57:32.292332+02|1727305052.292332|0/B95B8D78|3109784952
2024-09-26 00:57:33.298743+02|1727305053.298743|0/BDC6B298|3183915672
2024-09-26 00:57:34.30494+02|1727305054.304940|0/C2306CE8|3257953512
2024-09-26 00:57:35.311669+02|1727305055.311669|0/C693F0D0|3331584208
2024-09-26 00:57:36.324937+02|1727305056.324937|0/CAF02170|3404734832
2024-09-26 00:57:37.33287+02|1727305057.332870|0/CF2B47B8|3475720120
2024-09-26 00:57:38.342088+02|1727305058.342088|0/D38AAE20|3549081120
2024-09-26 00:57:39.347983+02|1727305059.347983|0/D7D0DC48|3620789320
2024-09-26 00:57:40.354064+02|1727305060.354064|0/DC06DBB0|3691436976
2024-09-26 00:57:41.36002+02|1727305061.360020|0/E062A060|3764559968
2024-09-26 00:57:42.366086+02|1727305062.366086|0/E4B0B5E0|3836786144
2024-09-26 00:57:43.372245+02|1727305063.372245|0/E8FFC8D8|3909077208
2024-09-26 00:57:44.378039+02|1727305064.378039|0/ED4B4828|3981133864
2024-09-26 00:57:45.383954+02|1727305065.383954|0/F1A12968|4053870952
2024-09-26 00:57:46.390713+02|1727305066.390713|0/F5FF4048|4127146056
2024-09-26 00:57:47.396689+02|1727305067.396689|0/F65D85A8|4133324200
2024-09-26 00:57:48.402852+02|1727305068.402852|0/F8FF8E78|4177497720
2024-09-26 00:57:49.409213+02|1727305069.409213|0/FD1C7DD0|4246502864
2024-09-26 00:57:50.415263+02|1727305070.415263|1/17C81F8|4319904248
2024-09-26 00:57:51.421631+02|1727305071.421631|1/5C5D970|4391819632
2024-09-26 00:57:52.427305+02|1727305072.427305|1/9FF6E90|4462702224
2024-09-26 00:57:53.433274+02|1727305073.433274|1/E437568|4534269288
2024-09-26 00:57:54.439245+02|1727305074.439245|1/129EA838|4607354936
2024-09-26 00:57:55.44515+02|1727305075.445150|1/16E50950|4679076176
2024-09-26 00:57:56.450888+02|1727305076.450888|1/1AFEFD78|4747885944
2024-09-26 00:57:57.456736+02|1727305077.456736|1/1F350AF0|4818537200
2024-09-26 00:57:58.462453+02|1727305078.462453|1/237EA5A0|4890469792
2024-09-26 00:57:59.468279+02|1727305079.468279|1/27D86910|4963461392
2024-09-26 00:58:00.474592+02|1727305080.474592|1/2BFFEE50|5033160272
2024-09-26 00:58:01.480468+02|1727305081.480468|1/3046C510|5104911632
2024-09-26 00:58:02.487107+02|1727305082.487107|1/345E4768|5173561192
2024-09-26 00:58:03.494187+02|1727305083.494187|1/384EF5D8|5239666136
2024-09-26 00:58:04.501248+02|1727305084.501248|1/3C3EBD08|5305711880
2024-09-26 00:58:05.507461+02|1727305085.507461|1/4013F510|5370017040
2024-09-26 00:58:06.51461+02|1727305086.514610|1/43FF5448|5435774024
2024-09-26 00:58:07.520497+02|1727305087.520497|1/481CF2D0|5504824016
2024-09-26 00:58:08.526766+02|1727305088.526766|1/4C275150|5572612432
2024-09-26 00:58:09.532751+02|1727305089.532751|1/508114D8|5645604056
2024-09-26 00:58:10.538919+02|1727305090.538919|1/54866D60|5713063264
2024-09-26 00:58:11.547285+02|1727305091.547285|1/58CD5890|5784819856
2024-09-26 00:58:12.553326+02|1727305092.553326|1/5D0CE758|5856094040
2024-09-26 00:58:13.560177+02|1727305093.560177|1/61696858|5929265240
2024-09-26 00:58:14.56635+02|1727305094.566350|1/659EB600|5999867392
2024-09-26 00:58:15.573015+02|1727305095.573015|1/69EF9EC0|6072278720
2024-09-26 00:58:16.580067+02|1727305096.580067|1/6E05C4D0|6140839120
2024-09-26 00:58:17.586122+02|1727305097.586122|1/72535EE0|6213033696
2024-09-26 00:58:18.592477+02|1727305098.592477|1/75FFFA50|6274677328
2024-09-26 00:58:19.598522+02|1727305099.598522|1/76FDB1C0|6291304896
2024-09-26 00:58:20.604362+02|1727305100.604362|1/7B23C2C8|6360908488
2024-09-26 00:58:21.610135+02|1727305101.610135|1/7F7912A8|6433608360
2024-09-26 00:58:22.616205+02|1727305102.616205|1/83B50148|6504644936
2024-09-26 00:58:23.622769+02|1727305103.622769|1/87E7E1D0|6575088080
2024-09-26 00:58:24.628749+02|1727305104.628749|1/8BFF75A8|6643742120
2024-09-26 00:58:25.636437+02|1727305105.636437|1/9039B370|6714667888
2024-09-26 00:58:26.64486+02|1727305106.644860|1/948D1190|6787240336
2024-09-26 00:58:27.652353+02|1727305107.652353|1/98C75BF8|6858169336
2024-09-26 00:58:28.659804+02|1727305108.659804|1/9CFF9A58|6928964184
2024-09-26 00:58:29.666409+02|1727305109.666409|1/A1108328|6997181224
2024-09-26 00:58:30.67316+02|1727305110.673160|1/A26EA830|7020128304
2024-09-26 00:58:31.679601+02|1727305111.679601|1/A6AB4B18|7091211032
2024-09-26 00:58:32.685811+02|1727305112.685811|1/AAF2C0A0|7163003040
2024-09-26 00:58:33.691784+02|1727305113.691784|1/AF23B568|7233320296
2024-09-26 00:58:34.698051+02|1727305114.698051|1/B3569FD8|7303765976
2024-09-26 00:58:35.704723+02|1727305115.704723|1/B7BA1CC8|7377394888
2024-09-26 00:58:36.712704+02|1727305116.712704|1/BBF89658|7448598104
2024-09-26 00:58:37.718769+02|1727305117.718769|1/C0310908|7519406344
2024-09-26 00:58:38.724611+02|1727305118.724611|1/C45F8C38|7589563448
2024-09-26 00:58:39.730677+02|1727305119.730677|1/C8B42EB0|7662218928
2024-09-26 00:58:40.736612+02|1727305120.736612|1/CCD13FB0|7731232688
2024-09-26 00:58:41.74252+02|1727305121.742520|1/D0FF4D70|7801359728
2024-09-26 00:58:42.748269+02|1727305122.748269|1/D4FEB718|7868430104
2024-09-26 00:58:43.754312+02|1727305123.754312|1/D92F10F0|7938707696
2024-09-26 00:58:44.76056+02|1727305124.760560|1/DD655B78|8009374584
2024-09-26 00:58:45.767086+02|1727305125.767086|1/E1A35450|8080544848
2024-09-26 00:58:46.773437+02|1727305126.773437|1/E5E48348|8151925576
2024-09-26 00:58:47.779344+02|1727305127.779344|1/E9F98618|8220411416
2024-09-26 00:58:48.785411+02|1727305128.785411|1/EDFFBA70|8287926896
2024-09-26 00:58:49.791217+02|1727305129.791217|1/F2271DF8|8357617144
2024-09-26 00:58:50.797583+02|1727305130.797583|1/F66328F0|8428660976
2024-09-26 00:58:51.804819+02|1727305131.804819|1/F8AB9160|8466960736
2024-09-26 00:58:52.811984+02|1727305132.811984|1/FCD2E0D0|8536645840
2024-09-26 00:58:53.818046+02|1727305133.818046|2/FF61A8|8606671272
2024-09-26 00:58:54.823908+02|1727305134.823908|2/5339240|8677200448
2024-09-26 00:58:55.830202+02|1727305135.830202|2/94CFDC8|8745975240
2024-09-26 00:58:56.836443+02|1727305136.836443|2/DB45160|8819855712
2024-09-26 00:58:57.842351+02|1727305137.842351|2/11FFC690|8891909776
2024-09-26 00:58:58.848522+02|1727305138.848522|2/162DB7A8|8962029480
2024-09-26 00:58:59.854554+02|1727305139.854554|2/1A767000|9033904128
2024-09-26 00:59:00.860712+02|1727305140.860712|2/1EA29938|9103907128
2024-09-26 00:59:01.866851+02|1727305141.866851|2/22887B88|9169304456
