pgbench: setting random seed to 0
pgbench (18devel)
progress: 1727305183.797 s, 692.6 tps, lat 11.524 ms stddev 3.522, 0 failed
progress: 1727305913.797 s, 1052.6 tps, lat 7.601 ms stddev 3.640, 0 failed
progress: 1727305918.797 s, 952.6 tps, lat 8.401 ms stddev 4.663, 0 failed
progress: 1727305923.796 s, 1040.0 tps, lat 7.684 ms stddev 3.298, 0 failed
progress: 1727305928.796 s, 944.6 tps, lat 8.472 ms stddev 7.110, 0 failed
progress: 1727305933.796 s, 992.6 tps, lat 8.066 ms stddev 3.871, 0 failed
progress: 1727305938.797 s, 1046.0 tps, lat 7.641 ms stddev 4.469, 0 failed
progress: 1727305943.796 s, 1027.6 tps, lat 7.789 ms stddev 3.486, 0 failed
progress: 1727305948.797 s, 977.6 tps, lat 8.155 ms stddev 4.730, 0 failed
progress: 1727305953.796 s, 1094.2 tps, lat 7.335 ms stddev 3.613, 0 failed
progress: 1727305958.797 s, 1040.2 tps, lat 7.687 ms stddev 5.642, 0 failed
progress: 1727305963.796 s, 902.4 tps, lat 8.871 ms stddev 7.260, 0 failed
progress: 1727305968.796 s, 1040.2 tps, lat 7.687 ms stddev 4.033, 0 failed
progress: 1727305973.797 s, 1063.4 tps, lat 7.523 ms stddev 4.145, 0 failed
progress: 1727305978.797 s, 902.4 tps, lat 8.863 ms stddev 6.522, 0 failed
progress: 1727305983.796 s, 1017.0 tps, lat 7.867 ms stddev 4.233, 0 failed
progress: 1727305988.797 s, 987.6 tps, lat 8.096 ms stddev 6.305, 0 failed
progress: 1727305993.797 s, 964.4 tps, lat 8.292 ms stddev 5.792, 0 failed
progress: 1727305998.796 s, 954.6 tps, lat 8.389 ms stddev 7.479, 0 failed
progress: 1727306003.796 s, 965.4 tps, lat 8.282 ms stddev 6.478, 0 failed
progress: 1727306008.796 s, 1061.0 tps, lat 7.539 ms stddev 4.235, 0 failed
progress: 1727306013.797 s, 953.2 tps, lat 8.390 ms stddev 8.539, 0 failed
progress: 1727306018.796 s, 994.6 tps, lat 8.046 ms stddev 4.675, 0 failed
progress: 1727306023.797 s, 942.2 tps, lat 8.489 ms stddev 5.504, 0 failed
progress: 1727306028.797 s, 959.0 tps, lat 8.311 ms stddev 4.090, 0 failed
progress: 1727306033.797 s, 828.0 tps, lat 9.682 ms stddev 9.097, 0 failed
progress: 1727306038.797 s, 901.6 tps, lat 8.856 ms stddev 6.799, 0 failed
progress: 1727306043.796 s, 969.8 tps, lat 8.279 ms stddev 4.353, 0 failed
progress: 1727306048.797 s, 826.4 tps, lat 9.679 ms stddev 8.865, 0 failed
progress: 1727306053.797 s, 963.0 tps, lat 8.304 ms stddev 5.303, 0 failed
progress: 1727306058.797 s, 1031.8 tps, lat 7.752 ms stddev 4.277, 0 failed
progress: 1727306063.796 s, 956.4 tps, lat 8.368 ms stddev 4.356, 0 failed
progress: 1727306068.796 s, 935.6 tps, lat 8.550 ms stddev 5.783, 0 failed
progress: 1727306073.796 s, 832.6 tps, lat 9.606 ms stddev 9.093, 0 failed
progress: 1727306078.796 s, 995.2 tps, lat 8.041 ms stddev 4.296, 0 failed
progress: 1727306083.796 s, 888.4 tps, lat 8.984 ms stddev 9.068, 0 failed
progress: 1727306088.797 s, 956.8 tps, lat 8.377 ms stddev 4.758, 0 failed
progress: 1727306093.797 s, 972.6 tps, lat 8.223 ms stddev 4.100, 0 failed
progress: 1727306098.797 s, 971.8 tps, lat 8.229 ms stddev 4.464, 0 failed
progress: 1727306103.797 s, 880.2 tps, lat 9.049 ms stddev 7.377, 0 failed
progress: 1727306108.796 s, 852.8 tps, lat 9.427 ms stddev 8.248, 0 failed
progress: 1727306113.797 s, 976.4 tps, lat 8.194 ms stddev 4.322, 0 failed
progress: 1727306118.796 s, 952.2 tps, lat 8.393 ms stddev 5.323, 0 failed
progress: 1727306123.797 s, 957.6 tps, lat 8.346 ms stddev 5.136, 0 failed
progress: 1727306128.797 s, 884.0 tps, lat 9.064 ms stddev 7.398, 0 failed
progress: 1727306133.796 s, 925.0 tps, lat 8.645 ms stddev 4.708, 0 failed
progress: 1727306138.797 s, 856.8 tps, lat 9.254 ms stddev 6.768, 0 failed
progress: 1727306143.796 s, 788.8 tps, lat 10.228 ms stddev 8.565, 0 failed
progress: 1727306148.797 s, 936.6 tps, lat 8.529 ms stddev 4.156, 0 failed
progress: 1727306153.797 s, 976.6 tps, lat 8.194 ms stddev 5.943, 0 failed
progress: 1727306158.796 s, 911.8 tps, lat 8.783 ms stddev 6.260, 0 failed
progress: 1727306163.797 s, 875.4 tps, lat 9.136 ms stddev 7.299, 0 failed
progress: 1727306168.796 s, 860.2 tps, lat 9.300 ms stddev 7.281, 0 failed
progress: 1727306173.796 s, 875.0 tps, lat 9.149 ms stddev 7.403, 0 failed
progress: 1727306178.797 s, 948.8 tps, lat 8.410 ms stddev 4.432, 0 failed
progress: 1727306183.796 s, 948.6 tps, lat 8.452 ms stddev 5.078, 0 failed
progress: 1727306188.797 s, 877.8 tps, lat 9.106 ms stddev 7.353, 0 failed
progress: 1727306193.796 s, 871.2 tps, lat 9.189 ms stddev 7.115, 0 failed
progress: 1727306198.797 s, 950.6 tps, lat 8.415 ms stddev 3.940, 0 failed
progress: 1727306203.796 s, 855.6 tps, lat 9.345 ms stddev 7.479, 0 failed
progress: 1727306208.797 s, 904.0 tps, lat 8.848 ms stddev 6.882, 0 failed
progress: 1727306213.797 s, 987.8 tps, lat 8.100 ms stddev 4.509, 0 failed
progress: 1727306218.797 s, 947.2 tps, lat 8.442 ms stddev 14.266, 0 failed
progress: 1727306223.796 s, 945.4 tps, lat 8.470 ms stddev 6.184, 0 failed
progress: 1727306228.797 s, 899.8 tps, lat 8.882 ms stddev 8.947, 0 failed
progress: 1727306233.797 s, 1000.6 tps, lat 7.996 ms stddev 5.371, 0 failed
progress: 1727306238.796 s, 977.8 tps, lat 8.184 ms stddev 5.725, 0 failed
progress: 1727306243.797 s, 869.6 tps, lat 9.193 ms stddev 7.179, 0 failed
progress: 1727306248.797 s, 945.6 tps, lat 8.463 ms stddev 4.937, 0 failed
progress: 1727306253.797 s, 898.8 tps, lat 8.863 ms stddev 6.137, 0 failed
progress: 1727306258.797 s, 723.8 tps, lat 11.052 ms stddev 9.750, 0 failed
progress: 1727306263.797 s, 935.6 tps, lat 8.567 ms stddev 4.214, 0 failed
progress: 1727306268.797 s, 900.8 tps, lat 8.880 ms stddev 5.728, 0 failed
progress: 1727306273.797 s, 922.4 tps, lat 8.681 ms stddev 8.068, 0 failed
progress: 1727306278.797 s, 964.2 tps, lat 8.305 ms stddev 4.979, 0 failed
progress: 1727306283.796 s, 977.2 tps, lat 8.186 ms stddev 4.396, 0 failed
progress: 1727306288.797 s, 973.2 tps, lat 8.218 ms stddev 4.696, 0 failed
progress: 1727306293.796 s, 791.8 tps, lat 10.111 ms stddev 10.709, 0 failed
progress: 1727306298.796 s, 1041.0 tps, lat 7.686 ms stddev 4.356, 0 failed
progress: 1727306303.796 s, 1104.8 tps, lat 7.239 ms stddev 4.132, 0 failed
progress: 1727306308.796 s, 1023.4 tps, lat 7.818 ms stddev 4.982, 0 failed
progress: 1727306313.797 s, 952.6 tps, lat 8.362 ms stddev 4.808, 0 failed
progress: 1727306318.797 s, 945.0 tps, lat 8.461 ms stddev 9.772, 0 failed
progress: 1727306323.796 s, 1048.6 tps, lat 7.666 ms stddev 4.156, 0 failed
progress: 1727306328.797 s, 788.4 tps, lat 10.122 ms stddev 10.968, 0 failed
progress: 1727306333.797 s, 1028.8 tps, lat 7.787 ms stddev 4.144, 0 failed
progress: 1727306338.797 s, 957.2 tps, lat 8.342 ms stddev 4.154, 0 failed
progress: 1727306343.796 s, 902.6 tps, lat 8.878 ms stddev 6.649, 0 failed
progress: 1727306348.797 s, 942.2 tps, lat 8.493 ms stddev 6.050, 0 failed
progress: 1727306353.796 s, 895.4 tps, lat 8.928 ms stddev 6.697, 0 failed
progress: 1727306358.797 s, 944.2 tps, lat 8.479 ms stddev 4.202, 0 failed
progress: 1727306363.797 s, 698.2 tps, lat 11.452 ms stddev 14.093, 0 failed
progress: 1727306368.797 s, 866.4 tps, lat 9.223 ms stddev 6.582, 0 failed
progress: 1727306373.797 s, 937.8 tps, lat 8.542 ms stddev 7.112, 0 failed
progress: 1727306378.796 s, 971.8 tps, lat 8.232 ms stddev 4.558, 0 failed
progress: 1727306383.797 s, 1047.6 tps, lat 7.633 ms stddev 4.178, 0 failed
progress: 1727306388.796 s, 1032.4 tps, lat 7.742 ms stddev 4.105, 0 failed
progress: 1727306393.796 s, 1023.6 tps, lat 7.824 ms stddev 4.254, 0 failed
progress: 1727306398.796 s, 958.0 tps, lat 8.347 ms stddev 8.098, 0 failed
progress: 1727306403.796 s, 946.0 tps, lat 8.459 ms stddev 7.333, 0 failed
progress: 1727306408.797 s, 929.8 tps, lat 8.604 ms stddev 8.707, 0 failed
progress: 1727306413.796 s, 984.4 tps, lat 8.128 ms stddev 5.759, 0 failed
progress: 1727306418.796 s, 1013.2 tps, lat 7.897 ms stddev 4.260, 0 failed
progress: 1727306423.797 s, 1002.0 tps, lat 7.976 ms stddev 4.398, 0 failed
progress: 1727306428.796 s, 898.6 tps, lat 8.910 ms stddev 6.491, 0 failed
progress: 1727306433.797 s, 891.6 tps, lat 8.966 ms stddev 7.499, 0 failed
progress: 1727306438.797 s, 995.6 tps, lat 8.031 ms stddev 4.404, 0 failed
progress: 1727306443.797 s, 979.4 tps, lat 8.177 ms stddev 5.730, 0 failed
progress: 1727306448.796 s, 917.2 tps, lat 8.719 ms stddev 6.769, 0 failed
progress: 1727306453.797 s, 1058.4 tps, lat 7.492 ms stddev 4.792, 0 failed
progress: 1727306458.796 s, 1064.2 tps, lat 7.583 ms stddev 6.098, 0 failed
progress: 1727306463.796 s, 1082.4 tps, lat 7.390 ms stddev 4.960, 0 failed
progress: 1727306468.796 s, 890.6 tps, lat 8.983 ms stddev 9.502, 0 failed
progress: 1727306473.796 s, 949.2 tps, lat 8.425 ms stddev 7.213, 0 failed
progress: 1727306478.796 s, 917.8 tps, lat 8.715 ms stddev 4.572, 0 failed
progress: 1727306483.797 s, 966.4 tps, lat 8.280 ms stddev 4.630, 0 failed
progress: 1727306488.797 s, 931.6 tps, lat 8.585 ms stddev 6.738, 0 failed
progress: 1727306493.797 s, 882.8 tps, lat 9.060 ms stddev 8.968, 0 failed
progress: 1727306498.797 s, 1072.4 tps, lat 7.461 ms stddev 4.424, 0 failed
progress: 1727306503.796 s, 881.8 tps, lat 9.074 ms stddev 11.642, 0 failed
progress: 1727306508.796 s, 968.0 tps, lat 8.258 ms stddev 6.495, 0 failed
progress: 1727306513.796 s, 1077.4 tps, lat 7.432 ms stddev 4.282, 0 failed
progress: 1727306518.796 s, 1090.2 tps, lat 7.336 ms stddev 4.471, 0 failed
progress: 1727306523.796 s, 1037.8 tps, lat 7.706 ms stddev 6.066, 0 failed
progress: 1727306528.796 s, 1017.8 tps, lat 7.865 ms stddev 6.502, 0 failed
progress: 1727306533.796 s, 1114.6 tps, lat 7.172 ms stddev 4.093, 0 failed
progress: 1727306538.797 s, 886.6 tps, lat 9.006 ms stddev 9.732, 0 failed
progress: 1727306543.796 s, 979.2 tps, lat 8.188 ms stddev 6.457, 0 failed
progress: 1727306548.796 s, 819.2 tps, lat 9.767 ms stddev 9.381, 0 failed
progress: 1727306553.796 s, 986.4 tps, lat 8.107 ms stddev 6.608, 0 failed
progress: 1727306558.796 s, 1165.8 tps, lat 6.863 ms stddev 4.560, 0 failed
progress: 1727306563.797 s, 1173.2 tps, lat 6.815 ms stddev 4.749, 0 failed
progress: 1727306568.797 s, 1164.4 tps, lat 6.872 ms stddev 5.183, 0 failed
progress: 1727306573.796 s, 993.0 tps, lat 8.056 ms stddev 9.786, 0 failed
progress: 1727306578.796 s, 1159.4 tps, lat 6.899 ms stddev 4.581, 0 failed
progress: 1727306583.797 s, 866.2 tps, lat 9.233 ms stddev 9.620, 0 failed
progress: 1727306588.797 s, 984.2 tps, lat 8.113 ms stddev 4.118, 0 failed
progress: 1727306593.796 s, 992.4 tps, lat 8.074 ms stddev 4.334, 0 failed
progress: 1727306598.797 s, 1067.8 tps, lat 7.489 ms stddev 4.490, 0 failed
progress: 1727306603.797 s, 946.4 tps, lat 8.456 ms stddev 8.117, 0 failed
progress: 1727306608.797 s, 841.4 tps, lat 9.502 ms stddev 9.878, 0 failed
progress: 1727306613.797 s, 1021.4 tps, lat 7.796 ms stddev 6.002, 0 failed
progress: 1727306618.796 s, 987.0 tps, lat 8.140 ms stddev 6.140, 0 failed
progress: 1727306623.797 s, 1050.2 tps, lat 7.595 ms stddev 4.435, 0 failed
progress: 1727306628.796 s, 1016.2 tps, lat 7.904 ms stddev 5.356, 0 failed
progress: 1727306633.796 s, 1026.2 tps, lat 7.792 ms stddev 5.819, 0 failed
progress: 1727306638.797 s, 1025.4 tps, lat 7.798 ms stddev 5.962, 0 failed
progress: 1727306643.796 s, 995.6 tps, lat 8.041 ms stddev 7.456, 0 failed
progress: 1727306648.796 s, 1089.4 tps, lat 7.343 ms stddev 4.655, 0 failed
progress: 1727306653.797 s, 1049.2 tps, lat 7.620 ms stddev 4.701, 0 failed
progress: 1727306658.797 s, 882.4 tps, lat 9.062 ms stddev 9.763, 0 failed
progress: 1727306663.797 s, 1079.2 tps, lat 7.418 ms stddev 6.166, 0 failed
progress: 1727306668.797 s, 1120.0 tps, lat 7.142 ms stddev 5.168, 0 failed
progress: 1727306673.796 s, 894.6 tps, lat 8.944 ms stddev 8.316, 0 failed
progress: 1727306678.797 s, 907.2 tps, lat 8.814 ms stddev 7.786, 0 failed
progress: 1727306683.796 s, 987.4 tps, lat 8.102 ms stddev 5.894, 0 failed
progress: 1727306688.796 s, 1024.2 tps, lat 7.809 ms stddev 4.304, 0 failed
progress: 1727306693.797 s, 811.8 tps, lat 9.849 ms stddev 9.573, 0 failed
progress: 1727306698.796 s, 1042.0 tps, lat 7.683 ms stddev 4.613, 0 failed
progress: 1727306703.797 s, 968.6 tps, lat 8.255 ms stddev 8.457, 0 failed
progress: 1727306708.797 s, 954.4 tps, lat 8.381 ms stddev 7.716, 0 failed
progress: 1727306713.796 s, 873.0 tps, lat 9.167 ms stddev 8.066, 0 failed
progress: 1727306718.797 s, 923.4 tps, lat 8.659 ms stddev 7.895, 0 failed
progress: 1727306723.796 s, 1026.2 tps, lat 7.798 ms stddev 7.222, 0 failed
progress: 1727306728.796 s, 1156.0 tps, lat 6.922 ms stddev 4.768, 0 failed
progress: 1727306733.796 s, 1069.8 tps, lat 7.472 ms stddev 5.475, 0 failed
progress: 1727306738.796 s, 1187.8 tps, lat 6.740 ms stddev 4.597, 0 failed
