1727305178.801744|f|f|8
1727305193.812113|f|f|17064
1727305208.826345|f|f|25848
1727305223.842654|f|f|32621
1727305238.860819|f|f|38306
1727305253.879841|f|f|43357
1727305268.900805|f|f|47908
1727305283.922825|f|f|52093
1727305298.945093|f|f|20525
1727305298.945093|t|f|53079
1727305313.975240|f|f|59356
1727305313.975240|t|f|53079
1727305328.020379|f|f|92923
1727305328.020379|t|f|53079
1727305343.073657|f|f|130812
1727305343.073657|t|f|53079
1727305358.141100|f|f|25607
1727305358.141100|t|f|194298
1727305373.212961|f|f|63450
1727305373.212961|t|f|194298
1727305388.300373|f|f|101046
1727305388.300373|t|f|194298
1727305403.424170|f|f|138784
1727305403.424170|t|f|194298
1727305418.533430|f|f|87334
1727305418.533430|t|f|282964
1727305433.661646|f|f|61583
1727305433.661646|t|f|344130
1727305448.781685|f|f|98285
1727305448.781685|t|f|344130
1727305463.938562|f|f|134822
1727305463.938562|t|f|344130
1727305478.082005|f|f|84479
1727305478.082005|t|f|428178
1727305493.244652|f|f|64542
1727305493.244652|t|f|485893
1727305508.415976|f|f|101650
1727305508.415976|t|f|485893
1727305523.606154|f|f|139175
1727305523.606154|t|f|485893
1727305538.808456|f|f|87152
1727305538.808456|t|f|575215
1727305553.020264|f|f|61589
1727305553.020264|t|f|636134
1727305568.238684|f|f|98949
1727305568.238684|t|f|636134
1727305583.489443|f|f|136589
1727305583.489443|t|f|636134
1727305598.749254|f|f|84878
1727305598.749254|t|f|723282
1727305613.037474|f|f|59097
1727305613.037474|t|f|782429
1727305628.316380|f|f|95374
1727305628.316380|t|f|782429
1727305643.610688|f|f|131573
1727305643.610688|t|f|782429
1727305658.915884|f|f|83187
1727305658.915884|t|f|866741
1727305673.225096|f|f|115702
1727305673.225096|t|f|866741
1727305688.561807|f|f|93309
1727305688.561807|t|f|924556
1727305703.902322|f|f|130088
1727305703.902322|t|f|924556
1727305718.272032|f|f|80867
1727305718.272032|t|f|1007851
1727305733.646139|f|f|116763
1727305733.646139|t|f|1007851
1727305748.009211|f|f|93538
1727305748.009211|t|f|1064595
1727305763.420240|f|f|129583
1727305763.420240|t|f|1064595
1727305778.831161|f|f|82137
1727305778.831161|t|f|1148033
1727305793.262506|f|f|115147
1727305793.262506|t|f|1148033
1727305808.640993|f|f|95173
1727305808.640993|t|f|1205173
1727305823.092050|f|f|130180
1727305823.092050|t|f|1205173
1727305838.559804|f|f|81729
1727305838.559804|t|f|1289655
1727305853.037214|f|f|117234
1727305853.037214|t|f|1289655
1727305868.456423|f|f|154110
1727305868.456423|t|f|1289655
1727305883.895655|f|f|133379
1727305883.895655|t|f|1347371
1727305898.403131|f|f|81683
1727305898.403131|t|f|1432891
1727305913.903252|f|f|117920
1727305913.903252|t|f|1432891
1727305928.434936|f|f|151465
1727305928.434936|t|f|1432891
1727305943.962620|f|f|130313
1727305943.962620|t|f|1491213
1727305958.516549|f|f|83584
1727305958.516549|t|f|1573481
1727305973.033863|f|f|117669
1727305973.033863|t|f|1573481
1727305988.558783|f|f|153121
1727305988.558783|t|f|1573481
1727306003.114792|f|f|129436
1727306003.114792|t|f|1630066
1727306018.695713|f|f|82492
1727306018.695713|t|f|1713791
1727306033.313240|f|f|113655
1727306033.313240|t|f|1713791
1727306048.909195|f|f|146717
1727306048.909195|t|f|1713791
1727306063.521175|f|f|173451
1727306063.521175|t|f|1720810
1727306078.173228|f|f|155100
1727306078.173228|t|f|1770817
1727306093.826881|f|f|189778
1727306093.826881|t|f|1770817
1727306108.438357|f|f|220689
1727306108.438357|t|f|1770817
1727306123.106514|f|f|253817
1727306123.106514|t|f|1770817
1727306138.795427|f|f|260450
1727306138.795427|t|f|1797126
1727306153.491733|f|f|161401
1727306153.491733|t|f|1927129
1727306168.211202|f|f|192034
1727306168.211202|t|f|1927129
1727306183.124360|f|f|224530
1727306183.124360|t|f|1927129
1727306198.850332|f|f|257744
1727306198.850332|t|f|1927129
1727306213.571173|f|f|289413
1727306213.571173|t|f|1927129
1727306228.305394|f|f|321646
1727306228.305394|t|f|1927129
1727306243.998057|f|f|331087
1727306243.998057|t|t|25522
1727306243.998057|t|f|1927190
1727306258.807405|f|f|305733
1727306258.807405|t|t|52107
1727306258.807405|t|f|1955731
1727306273.575266|f|f|311662
1727306273.575266|t|t|52107
1727306273.575266|t|f|1982021
1727306288.314556|f|f|345015
1727306288.314556|t|t|52107
1727306288.314556|t|f|1982021
1727306303.115233|f|f|378783
1727306303.115233|t|t|52107
1727306303.115233|t|f|1982021
1727306318.943947|f|f|390924
1727306318.943947|t|t|52107
1727306318.943947|t|f|2006450
1727306333.792389|f|f|389487
1727306333.792389|t|t|52107
1727306333.792389|t|f|2041148
1727306348.628237|f|f|387102
1727306348.628237|t|t|52107
1727306348.628237|t|f|2076094
1727306363.491914|f|f|381238
1727306363.491914|t|t|52107
1727306363.491914|t|f|2111727
1727306378.334116|f|f|376968
1727306378.334116|t|t|52107
1727306378.334116|t|f|2147937
1727306393.154573|f|f|347415
1727306393.154573|t|t|52107
1727306393.154573|t|f|2213439
1727306408.937818|f|f|382738
1727306408.937818|t|t|52107
1727306408.937818|t|f|2213439
1727306423.740754|f|f|417560
1727306423.740754|t|t|52107
1727306423.740754|t|f|2213439
1727306438.585325|f|f|449895
1727306438.585325|t|t|52107
1727306438.585325|t|f|2213439
1727306453.437150|f|f|484366
1727306453.437150|t|t|52107
1727306453.437150|t|f|2213439
1727306468.261681|f|f|519429
1727306468.261681|t|t|52107
1727306468.261681|t|f|2213439
1727306483.140646|f|f|552557
1727306483.140646|t|t|52107
1727306483.140646|t|f|2213439
1727306498.030436|f|f|586204
1727306498.030436|t|t|52107
1727306498.030436|t|f|2213439
1727306513.903878|f|f|622755
1727306513.903878|t|t|52107
1727306513.903878|t|f|2213439
1727306528.768970|f|f|659408
1727306528.768970|t|t|52107
1727306528.768970|t|f|2213439
1727306543.656198|f|f|682541
1727306543.656198|t|t|52107
1727306543.656198|t|f|2225038
1727306558.582671|f|f|686690
1727306558.582671|t|t|52107
1727306558.582671|t|f|2255502
1727306573.430405|f|f|695688
1727306573.430405|t|t|52107
